"age","gender","size","breed"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Extra Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Female","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Senior","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Senior","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Young","Male","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Senior","Male","Extra Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Small","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Male","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Male","Extra Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Extra Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Young","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Senior","Male","Extra Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Young","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Senior","Female","Small","Russian Blue"
"Young","Male","Small","Russian Blue"
"Young","Male","Extra Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Extra Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Senior","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Small","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Senior","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Extra Large","Russian Blue"
"Adult","Male","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Extra Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Male","Large","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Female","Large","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Male","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Baby","Female","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Adult","Female","Large","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Senior","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Senior","Female","Large","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Adult","Male","Medium","Russian Blue"
"Young","Female","Small","Russian Blue"
"Adult","Male","Large","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Baby","Female","Small","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Young","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Adult","Female","Small","Russian Blue"
"Young","Female","Medium","Russian Blue"
"Young","Male","Medium","Russian Blue"
"Baby","Male","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Adult","Female","Medium","Russian Blue"
"Baby","Female","Medium","Russian Blue"
"Baby","Male","Small","Russian Blue"
"Young","Male","Small","Russian Blue"
"Senior","Male","Medium","Russian Blue"
